Customer,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Air Carrier
Met Office,130.9,1,130.9,Ticket,Return,ECONOMY,28-06-2011,1137,BRISTOL,TOULOUSE,EASYJET
Met Office,115.84,1,115.84,Ticket,Return,ECONOMY,28-06-2011,1137,BRISTOL,TOULOUSE,EASYJET
Met Office,99,1,99,Ticket,Return,ECONOMY,28-06-2011,107,ISLES OF SCILLY,PENZANCE,Scilly Helicopters
Met Office,9,1,9,Ticket,Single,ECONOMY,28-06-2011,0,BRISTOL,TOULOUSE,EASYJET
Met Office,-9,-1,-9,Ticket,Single,ECONOMY,28-06-2011,0,BRISTOL,TOULOUSE,EASYJET
Met Office,1200.83,1,1200.83,Ticket,Return,ECONOMY,29-06-2011,21013,LONDON - LHR,MELBOURNE,BRITISH AIRWAYS
Met Office,378,1,378,Ticket,Return,ECONOMY,29-06-2011,3556,LONDON - LHR,RHODES,AEGEAN AVIATION S.A
Met Office,377.8,1,377.8,Ticket,Return,ECONOMY,29-06-2011,624,LONDON - LHR,DUSSELDORF,BRITISH AIRWAYS
Met Office,309.9,1,309.9,Ticket,Return,ECONOMY,29-06-2011,718,LONDON - LHR,DUSSELDORF,BRITISH AIRWAYS
Met Office,141.1,1,141.1,Ticket,Return,ECONOMY,29-06-2011,1217,LONDON - LHR,COPENHAGEN,SCANDINAVIAN AIRLINES
Met Office,141,1,141,Ticket,Return,ECONOMY,29-06-2011,1217,LONDON - LHR,COPENHAGEN,SCANDINAVIAN AIRLINES
Met Office,28.55,1,28.55,Ticket,Return,ECONOMY,29-06-2011,21412,LONDON - LHR,MELBOURNE,MISC SUPPLIERS
Met Office,-113.91,-1,-113.91,Ticket,Return,ECONOMY,29-06-2011,-1115,BRISTOL,FRANKFURT,KLM
Met Office,286.47,1,286.47,Ticket,Return,ECONOMY,30-06-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,283.4,1,283.4,Ticket,Return,ECONOMY,30-06-2011,537,ABERDEEN,LIVERPOOL,EASTERN AIRWAYS
Met Office,247.42,1,247.42,Ticket,Return,ECONOMY,30-06-2011,651,BRISTOL,AMSTERDAM,EASYJET
Met Office,243.42,1,243.42,Ticket,Return,ECONOMY,30-06-2011,651,BRISTOL,AMSTERDAM,EASYJET
Met Office,243.42,1,243.42,Ticket,Return,ECONOMY,30-06-2011,651,BRISTOL,AMSTERDAM,EASYJET
Met Office,189.93,1,189.93,Ticket,Return,ECONOMY,30-06-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,186.59,1,186.59,Ticket,Return,ECONOMY,30-06-2011,938,LONDON - LHR,GENEVA,SWISS AIRLINES
Met Office,185.09,1,185.09,Ticket,Return,ECONOMY,30-06-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,182.99,1,182.99,Ticket,Return,ECONOMY,30-06-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,182.99,1,182.99,Ticket,Return,ECONOMY,30-06-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,124.4,1,124.4,Ticket,Single,ECONOMY,30-06-2011,117,DUSSELDORF,FRANKFURT,LUFTHANSA
Met Office,94.28,1,94.28,Ticket,Single,ECONOMY,30-06-2011,1762,FUERTEVENTURA,LUTON,RYANAIR
Met Office,62.48,1,62.48,Ticket,Single,ECONOMY,30-06-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,62.48,1,62.48,Ticket,Single,ECONOMY,30-06-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,384.8,1,384.8,Ticket,Return,ECONOMY,01-07-2011,1217,LONDON - LHR,COPENHAGEN,BRITISH AIRWAYS
Met Office,224,1,224,Ticket,Return,PREMIUM ECONOMY,01-07-2011,803,ABERDEEN,LONDON - LHR,INDIGO
Met Office,81.3,1,81.3,Ticket,Single,ECONOMY,01-07-2011,588,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,81.3,1,81.3,Ticket,Single,ECONOMY,01-07-2011,588,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,227.23,1,227.23,Ticket,Return,ECONOMY,02-07-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,399.9,1,399.9,Ticket,Return,ECONOMY,03-07-2011,805,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,149.72,1,149.72,Ticket,Single,ECONOMY,03-07-2011,266,ABERDEEN,MANCHESTER,AIR ASIA
Met Office,111.46,1,111.46,Ticket,Single,ECONOMY,03-07-2011,695,BERLIN,BRISTOL,EASYJET
Met Office,111.46,1,111.46,Ticket,Single,ECONOMY,03-07-2011,695,BERLIN,BRISTOL,EASYJET
Met Office,684.61,1,684.61,Ticket,Return,ECONOMY,04-07-2011,378,LERWICK,INVERNESS,AIR ASIA
Met Office,284.61,1,284.61,Ticket,Return,ECONOMY,04-07-2011,378,LERWICK,INVERNESS,AIR ASIA
Met Office,282.4,1,282.4,Ticket,Return,ECONOMY,04-07-2011,0,BRISTOL,KIGALI RWANDA,SN BRUSSELS AIRLINES
Met Office,153.6,1,153.6,Ticket,Return,ECONOMY,04-07-2011,0,BRISTOL,KIGALI RWANDA,SN BRUSSELS AIRLINES
Met Office,-684.61,-1,-684.61,Ticket,Return,ECONOMY,04-07-2011,-378,LERWICK,INVERNESS,AIR ASIA
Met Office,365.11,1,365.11,Ticket,Return,ECONOMY,05-07-2011,1299,BRISTOL,HAMBURG,KLM
Met Office,221.97,1,221.97,Ticket,Return,ECONOMY,05-07-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,188.04,1,188.04,Ticket,Return,ECONOMY,05-07-2011,803,LONDON - LHR,ABERDEEN,BRITISH AIRWAYS
Met Office,1948.03,1,1948.03,Ticket,Return,BUSINESS,06-07-2011,6480,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,880.03,1,880.03,Ticket,Return,ECONOMY,06-07-2011,6480,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,399.9,1,399.9,Ticket,Return,ECONOMY,06-07-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,265.87,1,265.87,Ticket,Single,ECONOMY,06-07-2011,637,LERWICK,EXETER,AIR ASIA
Met Office,236,1,236,Ticket,Return,ECONOMY,06-07-2011,6879,PHILADELPHIA,LEEDS,AIR SOUTHWEST
Met Office,216.97,1,216.97,Ticket,Return,ECONOMY,06-07-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,186.96,1,186.96,Ticket,Single,ECONOMY,06-07-2011,0,NULL,NULL,AIR ASIA
Met Office,161.09,1,161.09,Ticket,Return,ECONOMY,06-07-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,880.03,1,880.03,Ticket,Return,ECONOMY,07-07-2011,6480,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,460.5,1,460.5,Ticket,Return,ECONOMY,07-07-2011,1795,LONDON - LHR,ROME,ALITALIA
Met Office,214.21,1,214.21,Ticket,Return,ECONOMY,07-07-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,214.21,1,214.21,Ticket,Return,ECONOMY,07-07-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,202.25,1,202.25,Ticket,Return,ECONOMY,07-07-2011,715,GLASGOW,EXETER,AIR ASIA
Met Office,116.48,1,116.48,Ticket,Single,ECONOMY,07-07-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,96.22,1,96.22,Ticket,Return,ECONOMY,07-07-2011,384,LEEDS,BELFAST INTL,JET 2
Met Office,0,1,0,Ticket,Return,ECONOMY,07-07-2011,0,LONDON - LHR,WASHINGTON,VIRGIN ATLANTIC
Met Office,718.66,1,718.66,Ticket,Return,ECONOMY,08-07-2011,6511,LONDON - LHR,BOSTON,KLM
Met Office,662.13,1,662.13,Ticket,Return,ECONOMY,08-07-2011,7092,LONDON - LHR,TORONTO,AIR CANADA
Met Office,428.97,1,428.97,Ticket,Return,ECONOMY,08-07-2011,749,ABERDEEN,KRISTIANSUND,SCANDINAVIAN AIRLINES
Met Office,428.97,1,428.97,Ticket,Return,ECONOMY,08-07-2011,749,ABERDEEN,KRISTIANSUND,SCANDINAVIAN AIRLINES
Met Office,236.86,1,236.86,Ticket,Return,ECONOMY,08-07-2011,575,BELFAST CITY,EXETER,AIR ASIA
Met Office,230.3,1,230.3,Ticket,Single,ECONOMY,08-07-2011,588,LONDON - LHR,BERLIN,BRITISH AIRWAYS
Met Office,210.42,1,210.42,Ticket,Single,ECONOMY,08-07-2011,282,EDINBURGH,LERWICK,AIR ASIA
Met Office,133.32,1,133.32,Ticket,Single,ECONOMY,08-07-2011,363,INVERNESS,BIRMINGHAM,AIR ASIA
Met Office,62.48,1,62.48,Ticket,Single,ECONOMY,08-07-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,19.3,1,19.3,Ticket,Return,ECONOMY,08-07-2011,0,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,739,1,739,Ticket,Return,ECONOMY,09-07-2011,8767,LONDON - LGW,CALGARY,AIR TRANSAT
Met Office,100.55,1,100.55,Ticket,Single,ECONOMY,09-07-2011,0,BERLIN,LUTON,EASYJET
Met Office,93.32,1,93.32,Ticket,Single,ECONOMY,10-07-2011,579,LA ROCHELLE FR,BRISTOL,EASYJET
Met Office,1145.33,1,1145.33,Ticket,Return,ECONOMY,11-07-2011,7334,LONDON - LHR,WASHINGTON,UNITED AIRLINES
Met Office,1005.33,1,1005.33,Ticket,Return,ECONOMY,11-07-2011,7334,LONDON - LHR,WASHINGTON,UNITED AIRLINES
Met Office,691.93,1,691.93,Ticket,Return,ECONOMY,11-07-2011,6588,LONDON - LHR,MONTREAL,AIR CANADA
Met Office,247.48,1,247.48,Ticket,Single,ECONOMY,11-07-2011,0,NULL,NULL,AIR ASIA
Met Office,735.73,1,735.73,Ticket,Return,ECONOMY,12-07-2011,5697,LONDON - LHR,HALIFAX CANADA,AIR CANADA
Met Office,317.79,1,317.79,Ticket,Return,PREMIUM ECONOMY,12-07-2011,1585,LONDON - LHR,VIENNA,AUSTRIAN AIRLINES
Met Office,317.79,1,317.79,Ticket,Return,PREMIUM ECONOMY,12-07-2011,1585,LONDON - LHR,VIENNA,AUSTRIAN AIRLINES
Met Office,310.38,1,310.38,Ticket,Return,ECONOMY,12-07-2011,376,LERWICK,ABERDEEN,AIR ASIA
Met Office,174.09,1,174.09,Ticket,Return,ECONOMY,12-07-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,10,1,10,Ticket,Single,ECONOMY,12-07-2011,0,LA ROCHELLE FR,BRISTOL,EASYJET
Met Office,-9.69,-1,-9.69,Ticket,Single,ECONOMY,12-07-2011,0,LA ROCHELLE FR,BRISTOL,EASYJET
Met Office,-63.79,-1,-63.79,Ticket,Return,PREMIUM ECONOMY,12-07-2011,-1585,LONDON - LHR,VIENNA,AUSTRIAN AIRLINES
Met Office,1910.33,1,1910.33,Ticket,Return,PREMIUM ECONOMY,13-07-2011,7334,LONDON - LHR,WASHINGTON,AMERICAN AIRLINES
Met Office,1417.33,1,1417.33,Ticket,Return,ECONOMY,13-07-2011,7334,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Met Office,1321.33,1,1321.33,Ticket,Return,ECONOMY,13-07-2011,7334,LONDON - LHR,WASHINGTON,CONTINENTAL AIRLINES
Met Office,1225.33,1,1225.33,Ticket,Return,ECONOMY,13-07-2011,7334,LONDON - LHR,WASHINGTON,CONTINENTAL AIRLINES
Met Office,1225.33,1,1225.33,Ticket,Return,ECONOMY,13-07-2011,7334,LONDON - LHR,WASHINGTON,CONTINENTAL AIRLINES
Met Office,1077.12,1,1077.12,Ticket,Return,ECONOMY,13-07-2011,6580,MANCHESTER,ACCRA,BRITISH AIRWAYS
Met Office,199,1,199,Ticket,Single,ECONOMY,13-07-2011,403,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,92.48,1,92.48,Ticket,Single,ECONOMY,13-07-2011,250,EDINBURGH,BIRMINGHAM,AIR ASIA
Met Office,72.48,1,72.48,Ticket,Single,ECONOMY,13-07-2011,250,EDINBURGH,BIRMINGHAM,AIR ASIA
Met Office,800.73,1,800.73,Ticket,Return,PREMIUM ECONOMY,14-07-2011,5697,LONDON - LHR,HALIFAX CANADA,AIR CANADA
Met Office,189.53,1,189.53,Ticket,Return,ECONOMY,14-07-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,144.48,1,144.48,Ticket,Single,ECONOMY,14-07-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,2915.73,1,2915.73,Ticket,Return,PREMIUM ECONOMY,15-07-2011,7334,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Met Office,1417.33,1,1417.33,Ticket,Return,ECONOMY,15-07-2011,7334,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Met Office,715.73,1,715.73,Ticket,Return,ECONOMY,15-07-2011,5697,LONDON - LHR,HALIFAX CANADA,AIR CANADA
Met Office,296.2,1,296.2,Ticket,Return,ECONOMY,15-07-2011,980,LONDON - LGW,GENEVA,EASYJET
Met Office,322.5,1,322.5,Ticket,Single,ECONOMY,16-07-2011,309,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,322.5,1,322.5,Ticket,Single,ECONOMY,16-07-2011,309,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,322.5,1,322.5,Ticket,Single,ECONOMY,16-07-2011,309,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,322.5,1,322.5,Ticket,Single,ECONOMY,16-07-2011,309,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,172,1,172,Ticket,Single,ECONOMY,16-07-2011,0,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,60,1,60,Ticket,Single,ECONOMY,16-07-2011,0,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,-322.5,-1,-322.5,Ticket,Single,ECONOMY,16-07-2011,-309,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,-322.5,-1,-322.5,Ticket,Single,ECONOMY,16-07-2011,-309,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,217.66,1,217.66,Ticket,Return,ECONOMY,17-07-2011,634,MUENSTER,STANSTED,AIR BERLIN
Met Office,129.48,1,129.48,Ticket,Single,ECONOMY,17-07-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,60,1,60,Ticket,Single,BUSINESS,17-07-2011,3667,WASHINGTON,LONDON - LHR,BRITISH AIRWAYS INTERNET BOOKI
Met Office,264,1,264,Ticket,Single,ECONOMY,18-07-2011,487,MONTREAL,WASHINGTON - NATIONAL,AIR CANADA
Met Office,1173.72,1,1173.72,Ticket,Return,ECONOMY,19-07-2011,6832,LONDON - LHR,DUBAI,EMIRATES
Met Office,1173.72,1,1173.72,Ticket,Return,ECONOMY,19-07-2011,6832,LONDON - LHR,DUBAI,EMIRATES
Met Office,207.1,1,207.1,Ticket,Single,BUSINESS,19-07-2011,249,ACCRA,LAGOS,VIRGIN NIGERIA AIRWAYS
Met Office,190.48,1,190.48,Ticket,Single,ECONOMY,19-07-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,159.48,1,159.48,Ticket,Single,ECONOMY,19-07-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,153.99,1,153.99,Ticket,Return,ECONOMY,19-07-2011,612,NEWCASTLE,EXETER,AIR ASIA
Met Office,102.48,1,102.48,Ticket,Single,ECONOMY,19-07-2011,199,EXETER,RENNES,AIR ASIA
Met Office,32.5,1,32.5,Ticket,Return,ECONOMY,19-07-2011,0,INVERNESS,LERWICK,AIR ASIA
Met Office,741.83,1,741.83,Ticket,Return,ECONOMY,20-07-2011,10023,LONDON - LHR,BANGALORE,BRITISH AIRWAYS
Met Office,604.17,1,604.17,Ticket,Return,ECONOMY,20-07-2011,618,ABERDEEN,STAVANGER,SCANDINAVIAN AIRLINES
Met Office,345.15,1,345.15,Ticket,Return,ECONOMY,20-07-2011,2096,DUBAI,KABUL,MISC SUPPLIERS
Met Office,345.15,1,345.15,Ticket,Return,ECONOMY,20-07-2011,2096,DUBAI,KABUL,MISC SUPPLIERS
Met Office,192,1,192,Ticket,Single,ECONOMY,20-07-2011,433,ABERDEEN,SOUTHAMPTON,EASTERN AIRWAYS
Met Office,186.23,1,186.23,Ticket,Return,ECONOMY,20-07-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,142,1,142,Ticket,Return,ECONOMY,20-07-2011,0,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,355.23,1,355.23,Ticket,Return,ECONOMY,21-07-2011,838,LEEDS,LERWICK,AIR ASIA
Met Office,312.64,1,312.64,Ticket,Return,ECONOMY,21-07-2011,1285,EXETER,LERWICK,AIR ASIA
Met Office,201.98,1,201.98,Ticket,Return,ECONOMY,21-07-2011,582,EXETER,PARIS,AIR ASIA
Met Office,194.99,1,194.99,Ticket,Return,ECONOMY,21-07-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,163.24,1,163.24,Ticket,Single,ECONOMY,21-07-2011,188,ABERDEEN,LERWICK,AIR ASIA
Met Office,159,1,159,Ticket,Single,ECONOMY,21-07-2011,403,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,119.99,1,119.99,Ticket,Single,ECONOMY,21-07-2011,0,NULL,NULL,AIR ASIA
Met Office,94.48,1,94.48,Ticket,Single,ECONOMY,21-07-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,25.98,1,25.98,Ticket,Return,ECONOMY,21-07-2011,0,LEEDS,LERWICK,AIR ASIA
Met Office,150.53,1,150.53,Ticket,Return,ECONOMY,22-07-2011,651,LIVERPOOL,AMSTERDAM,EASYJET
Met Office,2040.93,1,2040.93,Ticket,Return,ECONOMY,23-07-2011,11866,LONDON - LHR,BANGKOK,BRITISH AIRWAYS
Met Office,408.04,1,408.04,Ticket,Return,ECONOMY,23-07-2011,803,ABERDEEN,LONDON - LHR,BRITISH AIRWAYS
Met Office,185.26,1,185.26,Ticket,Return,ECONOMY,23-07-2011,0,LERWICK,EXETER,AIR ASIA
Met Office,74.48,1,74.48,Ticket,Single,ECONOMY,23-07-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,184,1,184,Ticket,Single,ECONOMY,24-07-2011,1980,PAPHOS,LONDON - LGW,EASYJET
Met Office,178.86,1,178.86,Ticket,Single,ECONOMY,24-07-2011,637,LERWICK,EXETER,AIR ASIA
Met Office,117.48,1,117.48,Ticket,Single,ECONOMY,24-07-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,114.01,1,114.01,Ticket,Single,ECONOMY,24-07-2011,0,GIBRALTAR,LUTON,AIR INDIA
Met Office,100,1,100,Ticket,Return,ECONOMY,24-07-2011,0,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,43.49,1,43.49,Ticket,Single,ECONOMY,24-07-2011,0,GIBRALTAR,LUTON,AIR INDIA
Met Office,82.7,1,82.7,Ticket,Single,ECONOMY,25-07-2011,220,BREST,SOUTHAMPTON,AIR ASIA
Met Office,349.04,1,349.04,Ticket,Return,ECONOMY,26-07-2011,3234,LONDON - LGW,CRETE,EASYJET
Met Office,130.48,1,130.48,Ticket,Single,ECONOMY,26-07-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,91.94,1,91.94,Ticket,Single,ECONOMY,26-07-2011,418,LUTON,INVERNESS,EASYJET
Met Office,2639.33,1,2639.33,Ticket,Return,ECONOMY,27-07-2011,21152,LONDON - LHR,SYDNEY,BRITISH AIRWAYS
Met Office,301.5,1,301.5,Ticket,Return,ECONOMY,27-07-2011,582,EXETER,PARIS,AIR ASIA
Met Office,301.5,1,301.5,Ticket,Return,ECONOMY,27-07-2011,582,EXETER,PARIS,AIR ASIA
Met Office,272.97,1,272.97,Ticket,Return,ECONOMY,27-07-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,427.58,1,427.58,Ticket,Return,ECONOMY,28-07-2011,1274,LERWICK,EXETER,AIR ASIA
Met Office,161.09,1,161.09,Ticket,Return,ECONOMY,28-07-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,158.97,1,158.97,Ticket,Return,ECONOMY,28-07-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,305.28,1,305.28,Ticket,Return,ECONOMY,29-07-2011,689,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Met Office,305.28,1,305.28,Ticket,Return,ECONOMY,29-07-2011,689,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Met Office,305.28,1,305.28,Ticket,Return,ECONOMY,29-07-2011,689,LONDON - LHR,GLASGOW,BRITISH AIRWAYS
Met Office,352.3,1,352.3,Ticket,Return,ECONOMY,30-07-2011,3765,MUSCAT,MUSCAT,ETIHAD AIRWAYS
Met Office,302.02,1,302.02,Ticket,Return,ECONOMY,30-07-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,188.96,1,188.96,Ticket,Return,ECONOMY,30-07-2011,710,EDINBURGH,SOUTHAMPTON,AIR ASIA
Met Office,130.48,1,130.48,Ticket,Single,ECONOMY,30-07-2011,0,NULL,NULL,AIR ASIA
Met Office,117,1,117,Ticket,Single,ECONOMY,30-07-2011,214,PLYMOUTH,CORK,AIR SOUTHWEST
Met Office,117,1,117,Ticket,Single,ECONOMY,30-07-2011,214,PLYMOUTH,CORK,AIR SOUTHWEST
Met Office,131.48,1,131.48,Ticket,Single,ECONOMY,31-07-2011,287,BELFAST CITY,EXETER,AIR ASIA
Met Office,95.72,1,95.72,Ticket,Single,ECONOMY,31-07-2011,222,DUBLIN,EXETER,AIR ASIA
Met Office,95.72,1,95.72,Ticket,Single,ECONOMY,31-07-2011,222,DUBLIN,EXETER,AIR ASIA
Met Office,72.48,1,72.48,Ticket,Single,ECONOMY,31-07-2011,360,EDINBURGH,EXETER,AIR ASIA
Met Office,1,1,1,Ticket,Single,ECONOMY,31-07-2011,0,BELFAST CITY,EXETER,AIR ASIA
Met Office,140.93,1,140.93,Ticket,Return,ECONOMY,01-08-2011,858,INVERNESS,BRISTOL,EASYJET
Met Office,285.66,1,285.66,Ticket,Return,ECONOMY,02-08-2011,718,PADERBORN,STANSTED,AIR BERLIN
Met Office,166.25,1,166.25,Ticket,Return,ECONOMY,02-08-2011,715,EXETER,GLASGOW,AIR ASIA
Met Office,938.53,1,938.53,Ticket,Return,ECONOMY,03-08-2011,10614,LONDON - LHR,ALBUQUERQUE,AMERICAN AIRLINES
Met Office,242.2,1,242.2,Ticket,Return,ECONOMY,03-08-2011,877,SYDNEY,MELBOURNE,QANTAS
Met Office,196.97,1,196.97,Ticket,Return,ECONOMY,03-08-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,71.97,1,71.97,Ticket,Return,ECONOMY,03-08-2011,114,GLASGOW,CAMPBELTOWN,AIR ASIA
Met Office,283.3,1,283.3,Ticket,Return,ECONOMY,04-08-2011,520,GLASGOW,BIRMINGHAM,AIR ASIA
Met Office,69.28,1,69.28,Ticket,Single,ECONOMY,04-08-2011,103,GLASGOW,TIREE,AIR ASIA
Met Office,180.98,1,180.98,Ticket,Return,ECONOMY,05-08-2011,657,ABERDEEN,BIRMINGHAM,AIR ASIA
Met Office,55,1,55,Ticket,Single,ECONOMY,05-08-2011,5035,TIREE,OLANCHITO,MISC SUPPLIERS
Met Office,47.6,1,47.6,Ticket,Single,ECONOMY,05-08-2011,360,CORK,LONDON - LGW,RYANAIR
Met Office,165.75,1,165.75,Ticket,Single,ECONOMY,06-08-2011,0,ABERDEEN,EXETER,AIR ASIA
Met Office,143.96,1,143.96,Ticket,Return,ECONOMY,06-08-2011,457,EXETER,LEEDS,AIR ASIA
Met Office,130.48,1,130.48,Ticket,Single,ECONOMY,06-08-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,64,1,64,Ticket,Return,ECONOMY,06-08-2011,18879,OBAN,COLONSAY IS,MISC SUPPLIERS
Met Office,57.14,1,57.14,Ticket,Single,ECONOMY,06-08-2011,72,GLENEGEDALE,GLASGOW,AIR ASIA
Met Office,30,1,30,Ticket,Single,ECONOMY,06-08-2011,0,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,0,1,0,Ticket,Single,ECONOMY,06-08-2011,0,STAVANGER,ABERDEEN,SCANDINAVIAN AIRLINES
Met Office,175.48,1,175.48,Ticket,Single,ECONOMY,07-08-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,1056.2,1,1056.2,Ticket,Return,ECONOMY,08-08-2011,0,LONDON - LHR,SEATTLE,AMERICAN AIRLINES
Met Office,791.53,1,791.53,Ticket,Return,ECONOMY,08-08-2011,8713,LONDON - LHR,OMAHA,AMERICAN AIRLINES
Met Office,428.23,1,428.23,Ticket,Return,PREMIUM ECONOMY,08-08-2011,11968,LONDON - LHR,HONG KONG,BRITISH AIRWAYS
Met Office,428.23,1,428.23,Ticket,Return,PREMIUM ECONOMY,08-08-2011,11968,LONDON - LHR,HONG KONG,BRITISH AIRWAYS
Met Office,127.94,1,127.94,Ticket,Single,ECONOMY,08-08-2011,2234,EDINBURGH,PAPHOS,EASYJET
Met Office,35,1,35,Ticket,Single,ECONOMY,08-08-2011,0,LONDON - LHR,LONDON - LHR,AMERICAN AIRLINES
Met Office,1273.23,1,1273.23,Ticket,Return,ECONOMY,09-08-2011,11024,LONDON - LHR,SEOUL,KOREAN AIR
Met Office,311.8,1,311.8,Ticket,Return,ECONOMY,09-08-2011,1445,HONG KONG,MANILA,CATHAY PACIFIC
Met Office,311.8,1,311.8,Ticket,Return,ECONOMY,09-08-2011,1445,HONG KONG,MANILA,CATHAY PACIFIC
Met Office,90.24,1,90.24,Ticket,Single,ECONOMY,09-08-2011,269,BRISTOL,BELFAST INTL,EASYJET
Met Office,306.05,1,306.05,Ticket,Return,ECONOMY,10-08-2011,903,EXETER,ABERDEEN,AIR ASIA
Met Office,288.97,1,288.97,Ticket,Return,ECONOMY,10-08-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,269.97,1,269.97,Ticket,Return,ECONOMY,10-08-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,65.01,1,65.01,Ticket,Return,ECONOMY,10-08-2011,0,EXETER,ABERDEEN,AIR ASIA
Met Office,337.9,1,337.9,Ticket,Return,PREMIUM ECONOMY,11-08-2011,532,MANCHESTER,ABERDEEN,INDIGO
Met Office,141.97,1,141.97,Ticket,Return,ECONOMY,11-08-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,189.97,1,189.97,Ticket,Return,ECONOMY,12-08-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,111,1,111,Ticket,Return,ECONOMY,12-08-2011,0,EDINBURGH,EXETER,AIR ASIA
Met Office,97.49,1,97.49,Ticket,Single,ECONOMY,12-08-2011,287,BELFAST CITY,EXETER,AIR ASIA
Met Office,89.94,1,89.94,Ticket,Return,ECONOMY,12-08-2011,340,MANCHESTER,BELFAST CITY,AIR ASIA
Met Office,346.62,1,346.62,Ticket,Return,ECONOMY,13-08-2011,314,GLASGOW,BENBECULA,AIR ASIA
Met Office,149.99,1,149.99,Ticket,Return,ECONOMY,13-08-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,92.93,1,92.93,Ticket,Return,ECONOMY,13-08-2011,633,EDINBURGH,BRISTOL,EASYJET
Met Office,475.9,1,475.9,Ticket,Return,ECONOMY,16-08-2011,807,ABERDEEN,CARDIFF,EASTERN AIRWAYS
