Customer,Ticket Price ex VAT,Number of Travellers,Total Cost ex VAT,Ticket Type,Ticket Single or Return,Travel Class,Travel Date,Miles Travelled,Journey Start Point,Journey Finish Point,Air Carrier
Met Office,-209.4,-1,-209.4,Ticket,Return,ECONOMY,20-09-2011,-1895,MUMBAI,COLOMBO,JET AIRWAYS
Met Office,500.73,1,500.73,Ticket,Return,ECONOMY,21-09-2011,7334,LONDON - LHR,WASHINGTON,UNITED AIRLINES
Met Office,401.89,1,401.89,Ticket,Return,BUSINESS,21-09-2011,938,LONDON - LHR,GENEVA,SWISS AIRLINES
Met Office,319.59,1,319.59,Ticket,Return,PREMIUM ECONOMY,21-09-2011,1170,LONDON - LHR,MUNICH,LUFTHANSA
Met Office,295.83,1,295.83,Ticket,Return,ECONOMY,21-09-2011,3124,LONDON - LHR,ISTANBUL,BRITISH AIRWAYS
Met Office,291.9,1,291.9,Ticket,Return,ECONOMY,21-09-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,239.56,1,239.56,Ticket,Return,ECONOMY,21-09-2011,564,EDINBURGH,LERWICK,AIR ASIA
Met Office,230.95,1,230.95,Ticket,Return,ECONOMY,21-09-2011,715,GLASGOW,EXETER,AIR ASIA
Met Office,209.14,1,209.14,Ticket,Return,ECONOMY,21-09-2011,2976,LONDON - LGW,ATHENS,EASYJET
Met Office,201.4,1,201.4,Ticket,Return,ECONOMY,21-09-2011,463,LEEDS,ABERDEEN,EASTERN AIRWAYS
Met Office,191.15,1,191.15,Ticket,Return,ECONOMY,21-09-2011,633,BRISTOL,EDINBURGH,EASYJET
Met Office,191.14,1,191.14,Ticket,Return,ECONOMY,21-09-2011,633,BRISTOL,EDINBURGH,EASYJET
Met Office,189.38,1,189.38,Ticket,Return,ECONOMY,21-09-2011,376,ABERDEEN,LERWICK,AIR ASIA
Met Office,174.38,1,174.38,Ticket,Return,ECONOMY,21-09-2011,376,ABERDEEN,LERWICK,AIR ASIA
Met Office,138.53,1,138.53,Ticket,Return,ECONOMY,21-09-2011,1571,EDINBURGH,GENEVA,EASYJET
Met Office,133.93,1,133.93,Ticket,Return,ECONOMY,21-09-2011,1571,EDINBURGH,GENEVA,EASYJET
Met Office,96,1,96,Ticket,Return,ECONOMY,21-09-2011,0,EDINBURGH,LERWICK,AIR ASIA
Met Office,88.7,1,88.7,Ticket,Return,ECONOMY,21-09-2011,938,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,53.3,1,53.3,Ticket,Return,ECONOMY,21-09-2011,0,BRISTOL,GENEVA,EASYJET
Met Office,-49.7,-1,-49.7,Ticket,Return,ECONOMY,21-09-2011,-938,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,-401.89,-1,-401.89,Ticket,Return,BUSINESS,21-09-2011,-938,LONDON - LHR,GENEVA,SWISS AIRLINES
Met Office,491.9,1,491.9,Ticket,Return,ECONOMY,22-09-2011,805,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,390.69,1,390.69,Ticket,Return,ECONOMY,22-09-2011,803,ABERDEEN,LONDON - LHR,INDIGO
Met Office,360.59,1,360.59,Ticket,Return,ECONOMY,22-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,321.62,1,321.62,Ticket,Return,ECONOMY,22-09-2011,354,GLASGOW,STORNOWAY,AIR ASIA
Met Office,250.59,1,250.59,Ticket,Return,ECONOMY,22-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,216.61,1,216.61,Ticket,Return,ECONOMY,22-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,170.06,1,170.06,Ticket,Return,ECONOMY,22-09-2011,736,EXETER,AMSTERDAM,AIR ASIA
Met Office,101.83,1,101.83,Ticket,Single,ECONOMY,22-09-2011,229,EXETER,LEEDS,AIR ASIA
Met Office,101.83,1,101.83,Ticket,Single,ECONOMY,22-09-2011,229,EXETER,LEEDS,AIR ASIA
Met Office,94.83,1,94.83,Ticket,Single,ECONOMY,22-09-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,94.83,1,94.83,Ticket,Single,ECONOMY,22-09-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,89.53,1,89.53,Ticket,Return,ECONOMY,22-09-2011,286,EDINBURGH,BELFAST INTL,EASYJET
Met Office,53.3,1,53.3,Ticket,Single,ECONOMY,22-09-2011,469,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,239.93,1,239.93,Ticket,Single,ECONOMY,23-09-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,239.93,1,239.93,Ticket,Single,BUSINESS,23-09-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,94.83,1,94.83,Ticket,Single,ECONOMY,23-09-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,67.53,1,67.53,Ticket,Return,ECONOMY,23-09-2011,329,BELFAST INTL,LIVERPOOL,EASYJET
Met Office,-94.83,-1,-94.83,Ticket,Single,ECONOMY,23-09-2011,-450,ABERDEEN,EXETER,AIR ASIA
Met Office,847.3,1,847.3,Ticket,Return,PREMIUM ECONOMY,24-09-2011,7618,LONDON - LHR,SAO TOME,TAP - AIR PORTUGAL
Met Office,557.69,1,557.69,Ticket,Return,ECONOMY,24-09-2011,803,ABERDEEN,LONDON - LHR,INDIGO
Met Office,345.9,1,345.9,Ticket,Single,ECONOMY,24-09-2011,309,STAVANGER,ABERDEEN,EASTERN AIRWAYS
Met Office,309.61,1,309.61,Ticket,Return,ECONOMY,24-09-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,223.74,1,223.74,Ticket,Single,ECONOMY,24-09-2011,329,ABERDEEN,BIRMINGHAM,AIR ASIA
Met Office,76.48,1,76.48,Ticket,Single,ECONOMY,24-09-2011,306,NEWCASTLE,EXETER,AIR ASIA
Met Office,76.48,1,76.48,Ticket,Single,ECONOMY,24-09-2011,306,NEWCASTLE,EXETER,AIR ASIA
Met Office,1949.03,1,1949.03,Ticket,Return,PREMIUM ECONOMY,25-09-2011,6480,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,854.83,1,854.83,Ticket,Return,ECONOMY,25-09-2011,12032,LONDON - LHR,CAPE TOWN,BRITISH AIRWAYS
Met Office,123.3,1,123.3,Ticket,Return,ECONOMY,25-09-2011,886,DENVER,CHICAGO,CONTINENTAL AIRLINES
Met Office,538.93,1,538.93,Ticket,Return,ECONOMY,26-09-2011,8713,LONDON - LHR,OMAHA,AMERICAN AIRLINES
Met Office,402.76,1,402.76,Ticket,Return,ECONOMY,26-09-2011,6884,LONDON - LHR,NEW YORK - JFK,DELTA AIR LINES INC.
Met Office,164.2,1,164.2,Ticket,Return,ECONOMY,26-09-2011,3019,LONDON - LHR,ATHENS,BRITISH AIRWAYS
Met Office,580.66,1,580.66,Ticket,Return,ECONOMY,27-09-2011,7531,LONDON - LHR,PITTSBURGH,DELTA AIR LINES INC.
Met Office,251.81,1,251.81,Ticket,Return,ECONOMY,27-09-2011,1483,LONDON -CITY,FLORENCE,AIR FRANCE
Met Office,221.09,1,221.09,Ticket,Return,ECONOMY,27-09-2011,739,GLASGOW,EXETER,AIR ASIA
Met Office,201.97,1,201.97,Ticket,Return,ECONOMY,27-09-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,175.6,1,175.6,Ticket,Return,ECONOMY,27-09-2011,582,EXETER,PARIS,AIR FRANCE
Met Office,173.92,1,173.92,Ticket,Return,ECONOMY,27-09-2011,582,EXETER,PARIS,AIR ASIA
Met Office,87.53,1,87.53,Ticket,Return,ECONOMY,27-09-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,54.94,1,54.94,Ticket,Single,ECONOMY,27-09-2011,536,BRISTOL,GENEVA,EASYJET
Met Office,602.1,1,602.1,Ticket,Return,ECONOMY,28-09-2011,628,BRISTOL,BRUSSELS,SN BRUSSELS AIRLINES
Met Office,421.4,1,421.4,Ticket,Return,ECONOMY,28-09-2011,1497,LONDON - LHR,OSLO,SCANDINAVIAN AIRLINES
Met Office,338.2,1,338.2,Ticket,Return,ECONOMY,28-09-2011,1497,LONDON - LHR,OSLO,BRITISH AIRWAYS
Met Office,250.75,1,250.75,Ticket,Return,ECONOMY,28-09-2011,582,EXETER,PARIS,AIR ASIA
Met Office,209.97,1,209.97,Ticket,Return,ECONOMY,28-09-2011,899,EXETER,ABERDEEN,AIR ASIA
Met Office,189.6,1,189.6,Ticket,Return,ECONOMY,28-09-2011,715,EXETER,GLASGOW,AIR ASIA
Met Office,117.8,1,117.8,Ticket,Single,ECONOMY,28-09-2011,135,BRISTOL,GUERNSEY,AURIGNY AIR SERVICES
Met Office,79.53,1,79.53,Ticket,Return,ECONOMY,28-09-2011,219,GLASGOW,BELFAST INTL,EASYJET
Met Office,45.1,1,45.1,Ticket,Return,ECONOMY,28-09-2011,0,BRISTOL,MALAGA,EASYJET
Met Office,45.1,1,45.1,Ticket,Return,ECONOMY,28-09-2011,0,BRISTOL,MALAGA,EASYJET
Met Office,28,1,28,Ticket,Return,ECONOMY,28-09-2011,0,BRISTOL,MALAGA,EASYJET
Met Office,28,1,28,Ticket,Return,ECONOMY,28-09-2011,0,BRISTOL,MALAGA,EASYJET
Met Office,547.83,1,547.83,Ticket,Return,ECONOMY,29-09-2011,6480,LONDON - LHR,MONTREAL,AIR CANADA
Met Office,325.5,1,325.5,Ticket,Return,ECONOMY,29-09-2011,2132,EXETER,BUDAPEST,AIR FRANCE
Met Office,325.5,1,325.5,Ticket,Single,ECONOMY,29-09-2011,0,NULL,NULL,AIR FRANCE
Met Office,295.5,1,295.5,Ticket,Single,ECONOMY,29-09-2011,0,NULL,NULL,AIR FRANCE
Met Office,216.61,1,216.61,Ticket,Return,ECONOMY,29-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,150.24,1,150.24,Ticket,Single,ECONOMY,29-09-2011,318,GLASGOW,BRISTOL,EASYJET
Met Office,136.3,1,136.3,Ticket,Return,ECONOMY,29-09-2011,314,GLASGOW,BENBECULA,AIR ASIA
Met Office,120.93,1,120.93,Ticket,Return,ECONOMY,29-09-2011,2040,BRISTOL,MALAGA,EASYJET
Met Office,120.93,1,120.93,Ticket,Return,ECONOMY,29-09-2011,2040,BRISTOL,MALAGA,EASYJET
Met Office,97.98,1,97.98,Ticket,Single,ECONOMY,29-09-2011,353,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Met Office,96.48,1,96.48,Ticket,Single,ECONOMY,29-09-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,96.48,1,96.48,Ticket,Single,ECONOMY,29-09-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,79.99,1,79.99,Ticket,Return,ECONOMY,29-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,66.54,1,66.54,Ticket,Return,ECONOMY,29-09-2011,0,BENBECULA,CARDIFF,AIR ASIA
Met Office,52.48,1,52.48,Ticket,Single,ECONOMY,29-09-2011,222,EXETER,DUBLIN,AIR ASIA
Met Office,43.24,1,43.24,Ticket,Single,ECONOMY,29-09-2011,318,BRISTOL,GLASGOW,EASYJET
Met Office,-20.48,-1,-20.48,Ticket,Single,ECONOMY,29-09-2011,-353,GLASGOW,LONDON -CITY,BRITISH AIRWAYS
Met Office,348.5,1,348.5,Ticket,Return,ECONOMY,30-09-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,256.7,1,256.7,Ticket,Single,ECONOMY,30-09-2011,488,PARIS,DUBLIN,AIR FRANCE
Met Office,247.62,1,247.62,Ticket,Return,ECONOMY,30-09-2011,354,GLASGOW,STORNOWAY,AIR ASIA
Met Office,236.61,1,236.61,Ticket,Return,ECONOMY,30-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,229.09,1,229.09,Ticket,Return,ECONOMY,30-09-2011,1585,LONDON - LHR,VIENNA,INDIGO
Met Office,226.61,1,226.61,Ticket,Return,ECONOMY,30-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,216.61,1,216.61,Ticket,Return,ECONOMY,30-09-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,210.93,1,210.93,Ticket,Single,ECONOMY,30-09-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,149.3,1,149.3,Ticket,Return,ECONOMY,30-09-2011,354,GLASGOW,STORNOWAY,AIR ASIA
Met Office,147.71,1,147.71,Ticket,Return,ECONOMY,30-09-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,147.71,1,147.71,Ticket,Return,ECONOMY,30-09-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,138.15,1,138.15,Ticket,Return,ECONOMY,30-09-2011,411,BRISTOL,DUBLIN,AER LINGUS
Met Office,75.24,1,75.24,Ticket,Single,ECONOMY,30-09-2011,309,BELFAST INTL,LUTON,EASYJET
Met Office,52.64,1,52.64,Ticket,Single,ECONOMY,30-09-2011,24,GUERNSEY,JERSEY,AURIGNY AIR SERVICES
Met Office,100.83,1,100.83,Ticket,Single,ECONOMY,01-10-2011,312,CARDIFF,GLASGOW,AIR ASIA
Met Office,48.98,1,48.98,Ticket,Return,ECONOMY,01-10-2011,489,GLASGOW,EAST MIDLANDS,BMI BABY
Met Office,247.73,1,247.73,Ticket,Return,ECONOMY,02-10-2011,419,LEEDS,LERWICK,AIR ASIA
Met Office,214.23,1,214.23,Ticket,Return,ECONOMY,02-10-2011,419,LEEDS,LERWICK,AIR ASIA
Met Office,178.48,1,178.48,Ticket,Single,ECONOMY,02-10-2011,157,GLASGOW,BENBECULA,AIR ASIA
Met Office,174.69,1,174.69,Ticket,Single,ECONOMY,02-10-2011,287,BELFAST CITY,EXETER,AIR ASIA
Met Office,151.29,1,151.29,Ticket,Single,ECONOMY,02-10-2011,536,GENEVA,BRISTOL,EASYJET
Met Office,137.5,1,137.5,Ticket,Return,ECONOMY,02-10-2011,624,LONDON - LHR,BELFAST CITY,INDIGO
Met Office,112.49,1,112.49,Ticket,Single,ECONOMY,02-10-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,108.48,1,108.48,Ticket,Single,ECONOMY,02-10-2011,152,JERSEY,BRISTOL,AIR ASIA
Met Office,61.79,1,61.79,Ticket,Single,ECONOMY,02-10-2011,206,DUBLIN,BRISTOL,AER LINGUS
Met Office,60.48,1,60.48,Ticket,Single,ECONOMY,02-10-2011,104,GLASGOW,BELFAST CITY,AIR ASIA
Met Office,-214.23,-1,-214.23,Ticket,Return,ECONOMY,02-10-2011,-419,LEEDS,LERWICK,AIR ASIA
Met Office,2754.73,1,2754.73,Ticket,Return,ECONOMY,03-10-2011,7334,LONDON - LHR,WASHINGTON,BRITISH AIRWAYS
Met Office,1251.73,1,1251.73,Ticket,Return,ECONOMY,03-10-2011,11757,LONDON - LHR,GUARULHOS INTL.,TAM - LINHAS AEREAS
Met Office,913.33,1,913.33,Ticket,Return,ECONOMY,03-10-2011,13051,LONDON - LHR,TOKYO - NARITA,BRITISH AIRWAYS
Met Office,811.13,1,811.13,Ticket,Return,ECONOMY,03-10-2011,11279,LONDON - LHR,JOBURG,BRITISH AIRWAYS
Met Office,811.13,1,811.13,Ticket,Return,ECONOMY,03-10-2011,11279,LONDON - LHR,JOBURG,BRITISH AIRWAYS
Met Office,807.72,1,807.72,Ticket,Return,ECONOMY,03-10-2011,11279,LONDON - LHR,JOBURG,INDIGO
Met Office,756.13,1,756.13,Ticket,Single,ECONOMY,03-10-2011,3240,LONDON - LHR,MONTREAL,BRITISH AIRWAYS
Met Office,129.44,1,129.44,Ticket,Single,ECONOMY,03-10-2011,1665,LONDON - LGW,KOS,THOMSON FLY
Met Office,78.2,1,78.2,Ticket,Return,ECONOMY,03-10-2011,416,ATHENS,KOS,AEGEAN AVIATION S.A
Met Office,420.7,1,420.7,Ticket,Return,ECONOMY,04-10-2011,980,LONDON - LHR,ZURICH,BRITISH AIRWAYS
Met Office,323.89,1,323.89,Ticket,Return,PREMIUM ECONOMY,04-10-2011,1585,LONDON - LHR,VIENNA,INDIGO
Met Office,217,1,217,Ticket,Single,PREMIUM ECONOMY,04-10-2011,2468,LOS ANGELES,MONTREAL,AIR CANADA
Met Office,213.45,1,213.45,Ticket,Return,ECONOMY,04-10-2011,1656,EXETER,PALMA MALLORCA,AIR ASIA
Met Office,169.1,1,169.1,Ticket,Single,ECONOMY,04-10-2011,279,DUBLIN,LONDON - LHR,INDIGO
Met Office,151.53,1,151.53,Ticket,Return,ECONOMY,04-10-2011,1627,LONDON - LGW,PALMA MALLORCA,EASYJET
Met Office,127.53,1,127.53,Ticket,Return,ECONOMY,04-10-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,424.15,1,424.15,Ticket,Return,ECONOMY,05-10-2011,1290,ABERDEEN,HANOVER,KLM
Met Office,291.9,1,291.9,Ticket,Return,ECONOMY,05-10-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,291.9,1,291.9,Ticket,Return,ECONOMY,05-10-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,291.9,1,291.9,Ticket,Return,ECONOMY,05-10-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,240.59,1,240.59,Ticket,Return,ECONOMY,05-10-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,232.9,1,232.9,Ticket,Return,ECONOMY,05-10-2011,805,ABERDEEN,BRISTOL,EASTERN AIRWAYS
Met Office,230.58,1,230.58,Ticket,Return,ECONOMY,05-10-2011,375,MANCHESTER,EXETER,AIR ASIA
Met Office,151.86,1,151.86,Ticket,Return,ECONOMY,05-10-2011,575,BELFAST CITY,EXETER,AIR ASIA
Met Office,137.48,1,137.48,Ticket,Single,ECONOMY,05-10-2011,450,EXETER,ABERDEEN,AIR ASIA
Met Office,136.98,1,136.98,Ticket,Return,ECONOMY,05-10-2011,1594,LUTON,GDANSK,WIZZAIR
Met Office,128.98,1,128.98,Ticket,Return,ECONOMY,05-10-2011,1594,LUTON,GDANSK,WIZZAIR
Met Office,114.53,1,114.53,Ticket,Return,ECONOMY,05-10-2011,858,INVERNESS,BRISTOL,EASYJET
Met Office,89.92,1,89.92,Ticket,Return,ECONOMY,05-10-2011,1049,LONDON - LGW,TOULOUSE,EASYJET
Met Office,73.48,1,73.48,Ticket,Single,ECONOMY,05-10-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,259.8,1,259.8,Ticket,Return,ECONOMY,06-10-2011,125,BELFAST CITY,ISLE OF MAN,MANX
Met Office,255,1,255,Ticket,Single,PREMIUM ECONOMY,06-10-2011,487,MONTREAL,WASHINGTON - NATIONAL,AIR CANADA
Met Office,170.6,1,170.6,Ticket,Return,ECONOMY,06-10-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,170.6,1,170.6,Ticket,Return,ECONOMY,06-10-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,126.2,1,126.2,Ticket,Return,ECONOMY,06-10-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,78.02,1,78.02,Ticket,Return,ECONOMY,06-10-2011,690,LONDON - LHR,CORK,AER LINGUS
Met Office,73.48,1,73.48,Ticket,Single,ECONOMY,06-10-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,234.4,1,234.4,Ticket,Return,ECONOMY,07-10-2011,463,LEEDS,ABERDEEN,EASTERN AIRWAYS
Met Office,221.63,1,221.63,Ticket,Return,ECONOMY,07-10-2011,2172,LONDON - LHR,GIBRALTAR,BRITISH AIRWAYS
Met Office,176,1,176,Ticket,Return,ECONOMY,07-10-2011,3329,LONDON - LGW,KOS,EASYJET
Met Office,160.9,1,160.9,Ticket,Single,ECONOMY,07-10-2011,403,BRISTOL,ABERDEEN,EASTERN AIRWAYS
Met Office,134.64,1,134.64,Ticket,Return,ECONOMY,07-10-2011,0,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,80.83,1,80.83,Ticket,Single,ECONOMY,07-10-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,832.7,1,832.7,Ticket,Single,ECONOMY,08-10-2011,3240,MONTREAL,LONDON - LHR,BRITISH AIRWAYS
Met Office,346.62,1,346.62,Ticket,Return,ECONOMY,08-10-2011,354,GLASGOW,STORNOWAY,AIR ASIA
Met Office,156.79,1,156.79,Ticket,Single,ECONOMY,08-10-2011,1665,KOS,LONDON - LGW,EASYJET
Met Office,98.89,1,98.89,Ticket,Return,ECONOMY,08-10-2011,1313,LONDON - LHR,BERGEN,INDIGO
Met Office,81.11,1,81.11,Ticket,Single,ECONOMY,08-10-2011,797,GDANSK,LUTON,WIZZAIR
Met Office,49.94,1,49.94,Ticket,Single,ECONOMY,08-10-2011,429,BRISTOL,INVERNESS,EASYJET
Met Office,21,1,21,Ticket,Single,ECONOMY,08-10-2011,0,BRISTOL,INVERNESS,EASYJET
Met Office,9.3,1,9.3,Ticket,Single,ECONOMY,08-10-2011,0,WASHINGTON,LONDON - LHR,BRITISH AIRWAYS
Met Office,-21,-1,-21,Ticket,Single,ECONOMY,08-10-2011,0,BRISTOL,INVERNESS,EASYJET
Met Office,810.6,1,810.6,Ticket,Single,ECONOMY,09-10-2011,3667,WASHINGTON,LONDON - LHR,BRITISH AIRWAYS
Met Office,110.83,1,110.83,Ticket,Single,ECONOMY,09-10-2011,360,EDINBURGH,EXETER,AIR ASIA
Met Office,233.8,1,233.8,Ticket,Return,ECONOMY,10-10-2011,2057,LONDON - LHR,PALERMO,ALITALIA
Met Office,212.42,1,212.42,Ticket,Return,ECONOMY,10-10-2011,2458,BRISTOL,PALERMO,EASYJET
Met Office,96.94,1,96.94,Ticket,Single,ECONOMY,10-10-2011,1115,LONDON - LGW,PALERMO,EASYJET
Met Office,435.5,1,435.5,Ticket,Return,ECONOMY,11-10-2011,902,LONDON - LHR,BASLE,BRITISH AIRWAYS
Met Office,392.3,1,392.3,Ticket,Return,ECONOMY,11-10-2011,902,LONDON - LHR,BASLE,BRITISH AIRWAYS
Met Office,256.74,1,256.74,Ticket,Return,ECONOMY,11-10-2011,1373,BRISTOL,BASLE,KLM
Met Office,256.74,1,256.74,Ticket,Return,ECONOMY,11-10-2011,1373,BRISTOL,BASLE,KLM
Met Office,226.1,1,226.1,Ticket,Return,ECONOMY,11-10-2011,2316,LONDON - LHR,PALERMO,ALITALIA
Met Office,204.29,1,204.29,Ticket,Return,ECONOMY,11-10-2011,1935,BRISTOL,ROME,EASYJET
Met Office,159.53,1,159.53,Ticket,Return,ECONOMY,11-10-2011,1071,BRISTOL,GENEVA,EASYJET
Met Office,111.53,1,111.53,Ticket,Return,ECONOMY,11-10-2011,2134,STANSTED,TALLINN,EASYJET
Met Office,110.69,1,110.69,Ticket,Return,ECONOMY,11-10-2011,1935,BRISTOL,ROME,EASYJET
Met Office,102.93,1,102.93,Ticket,Return,ECONOMY,11-10-2011,2134,STANSTED,TALLINN,EASYJET
Met Office,98.53,1,98.53,Ticket,Return,ECONOMY,11-10-2011,2134,STANSTED,TALLINN,EASYJET
Met Office,80.53,1,80.53,Ticket,Return,ECONOMY,11-10-2011,2134,STANSTED,TALLINN,EASYJET
Met Office,74,1,74,Ticket,Return,ECONOMY,11-10-2011,523,ROME,PALERMO,EASYJET
Met Office,1580.33,1,1580.33,Ticket,Return,ECONOMY,12-10-2011,8325,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,1580.33,1,1580.33,Ticket,Return,ECONOMY,12-10-2011,8325,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,1580.33,1,1580.33,Ticket,Return,ECONOMY,12-10-2011,8325,LONDON - LHR,DENVER,BRITISH AIRWAYS
Met Office,293.59,1,293.59,Ticket,Return,ECONOMY,12-10-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,260.59,1,260.59,Ticket,Return,ECONOMY,12-10-2011,721,EDINBURGH,EXETER,AIR ASIA
Met Office,223.12,1,223.12,Ticket,Return,ECONOMY,12-10-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,199.77,1,199.77,Ticket,Return,ECONOMY,12-10-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,199.77,1,199.77,Ticket,Return,ECONOMY,12-10-2011,879,SOUTHAMPTON,FRANKFURT,AIR ASIA
Met Office,131.98,1,131.98,Ticket,Return,ECONOMY,12-10-2011,2285,STANSTED,PALERMO,RYANAIR
Met Office,122.5,1,122.5,Ticket,Return,ECONOMY,12-10-2011,582,EXETER,PARIS,AIR ASIA
Met Office,93.53,1,93.53,Ticket,Return,ECONOMY,12-10-2011,538,BELFAST INTL,BRISTOL,EASYJET
Met Office,437.3,1,437.3,Ticket,Return,ECONOMY,13-10-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,437.3,1,437.3,Ticket,Return,ECONOMY,13-10-2011,812,LONDON - LHR,FRANKFURT,BRITISH AIRWAYS
Met Office,261.67,1,261.67,Ticket,Return,ECONOMY,13-10-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,206.27,1,206.27,Ticket,Return,ECONOMY,13-10-2011,1935,BRISTOL,ROME,EASYJET
Met Office,203.29,1,203.29,Ticket,Return,ECONOMY,13-10-2011,1935,BRISTOL,ROME,EASYJET
Met Office,200.89,1,200.89,Ticket,Return,ECONOMY,13-10-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,190.97,1,190.97,Ticket,Return,ECONOMY,13-10-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,190.89,1,190.89,Ticket,Return,ECONOMY,13-10-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,184.27,1,184.27,Ticket,Return,ECONOMY,13-10-2011,1935,BRISTOL,ROME,EASYJET
Met Office,167.97,1,167.97,Ticket,Return,ECONOMY,13-10-2011,899,ABERDEEN,EXETER,AIR ASIA
Met Office,159.32,1,159.32,Ticket,Return,ECONOMY,13-10-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,152.97,1,152.97,Ticket,Return,ECONOMY,13-10-2011,612,EXETER,NEWCASTLE,AIR ASIA
Met Office,144.32,1,144.32,Ticket,Return,ECONOMY,13-10-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,144.32,1,144.32,Ticket,Return,ECONOMY,13-10-2011,237,EXETER,JERSEY,AIR ASIA
Met Office,137.21,1,137.21,Ticket,Return,ECONOMY,13-10-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,129.53,1,129.53,Ticket,Return,ECONOMY,13-10-2011,636,GLASGOW,BRISTOL,EASYJET
Met Office,111,1,111,Ticket,Return,ECONOMY,13-10-2011,938,LONDON - LHR,GENEVA,BRITISH AIRWAYS
Met Office,109.1,1,109.1,Ticket,Return,ECONOMY,13-10-2011,721,EXETER,EDINBURGH,AIR ASIA
Met Office,96.48,1,96.48,Ticket,Single,ECONOMY,13-10-2011,450,ABERDEEN,EXETER,AIR ASIA
Met Office,90.84,1,90.84,Ticket,Single,ECONOMY,13-10-2011,306,EXETER,NEWCASTLE,AIR ASIA
Met Office,81.83,1,81.83,Ticket,Single,ECONOMY,13-10-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,80.83,1,80.83,Ticket,Single,ECONOMY,13-10-2011,360,EXETER,EDINBURGH,AIR ASIA
Met Office,43.5,1,43.5,Ticket,Single,ECONOMY,13-10-2011,251,NEWCASTLE,LONDON - LHR,BRITISH AIRWAYS
Met Office,23.98,1,23.98,Ticket,Return,ECONOMY,13-10-2011,0,EXETER,EDINBURGH,AIR ASIA
Met Office,297.2,1,297.2,Ticket,Return,ECONOMY,14-10-2011,522,ABERDEEN,HUMBERSIDE,EASTERN AIRWAYS
